,longtitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,price,prediction
19367,-123.07,38.46,31,855,217.0,280,139,2.3611,NEAR OCEAN,112500,132663.0
18197,-122.0,37.39,36,1236,229.0,880,247,5.791,<1H OCEAN,239400,255443.01
19542,-120.92,37.63,39,45,8.0,22,9,1.7679,INLAND,450000,346819.05
20534,-121.74,38.56,18,3960,1151.0,2248,1144,1.7257,INLAND,179100,157358.0
2499,-120.39,36.78,11,1947,488.0,2104,486,1.7184,INLAND,55200,57990.0
19183,-122.59,38.44,14,1665,390.0,505,348,3.183,<1H OCEAN,201200,197735.0
15914,-122.41,37.74,52,2058,399.0,1208,399,3.6429,NEAR BAY,230000,243948.0
12640,-121.45,38.53,34,1893,415.0,884,395,2.1679,INLAND,75400,78844.0
6716,-118.15,34.13,30,2763,520.0,1143,465,4.7298,<1H OCEAN,500001,423026.64
13003,-121.27,38.67,15,2116,524.0,866,519,2.7388,INLAND,111600,123266.0
2505,-120.44,36.84,29,1563,293.0,883,288,2.8182,INLAND,90500,89186.0
19269,-122.73,38.43,15,3265,690.0,1629,629,3.7132,<1H OCEAN,167600,168941.0
3034,-119.12,35.39,13,1264,202.0,552,187,4.5903,INLAND,94300,101622.0
6939,-118.1,33.99,36,1529,290.0,1271,287,3.6875,<1H OCEAN,175200,171212.0
2370,-119.57,36.7,34,1759,354.0,899,337,2.6823,INLAND,72900,74153.0
10393,-117.65,33.59,8,2649,340.0,1238,354,8.0409,<1H OCEAN,337900,340082.0
2006,-119.8,36.75,41,1659,466.0,1391,447,1.3527,INLAND,61200,57349.0
12580,-121.42,38.51,21,3249,666.0,2611,663,1.9423,INLAND,87800,91395.0
2452,-119.56,36.51,9,3860,809.0,2157,770,2.5033,INLAND,70100,74145.0
15655,-122.41,37.79,52,1436,738.0,1688,662,1.5156,NEAR BAY,237500,261290.02
6089,-117.86,34.1,29,1185,197.0,588,196,5.0832,<1H OCEAN,196900,201549.0
5045,-118.33,33.97,47,1830,369.0,922,377,4.1635,<1H OCEAN,156400,162806.0
12590,-121.51,38.51,33,2918,439.0,1085,427,5.5208,INLAND,171300,184375.0
7109,-118.0,33.89,35,1011,183.0,578,171,3.9861,<1H OCEAN,188700,190865.0
10307,-117.82,33.9,25,1137,170.0,524,164,7.5744,<1H OCEAN,259300,283452.02
14617,-117.15,32.8,27,1937,537.0,1211,482,2.75,NEAR OCEAN,87500,118967.0
10594,-117.79,33.69,16,1532,240.0,679,248,5.7115,<1H OCEAN,313900,286028.0
15506,-117.09,33.13,9,5685,1442.0,3773,1250,3.0426,<1H OCEAN,129900,141220.0
16177,-122.38,37.71,47,1088,190.0,558,166,4.2708,NEAR BAY,207100,233887.0
9446,-119.84,37.48,17,2582,553.0,1087,423,2.5,INLAND,104200,105571.0
18664,-121.96,37.0,20,3847,727.0,1725,737,3.3447,NEAR OCEAN,305200,285487.0
6218,-117.92,34.07,29,1699,399.0,1052,411,3.2122,<1H OCEAN,195500,193150.0
1869,-119.95,38.95,21,2046,580.0,952,353,1.7245,INLAND,92200,97687.0
13135,-121.43,38.47,21,1787,291.0,988,301,4.35,INLAND,96200,112681.0
5459,-118.47,33.99,34,1875,501.0,1491,526,2.8417,<1H OCEAN,321400,326406.01
10084,-120.19,39.35,7,2611,395.0,482,159,5.0622,INLAND,174100,175776.0
138,-122.2,37.82,37,1229,181.0,420,176,7.0175,NEAR BAY,366700,361111.0
6781,-118.16,34.11,31,5715,1154.0,2639,1079,4.1661,<1H OCEAN,364400,345088.0
1470,-121.98,37.95,16,2984,406.0,1317,397,6.7821,INLAND,265900,279764.0
20449,-118.88,34.28,22,3369,771.0,2751,710,4.0474,<1H OCEAN,182100,192460.0
10924,-117.88,33.73,36,2471,498.0,2594,475,3.75,<1H OCEAN,170500,170525.0
9890,-122.29,38.3,52,1219,288.0,847,283,1.6691,NEAR BAY,183300,164119.0
13810,-117.0,34.89,29,2637,512.0,1188,446,2.99,INLAND,69400,71619.0
13400,-117.43,34.12,7,5954,1071.0,3567,1070,3.2056,INLAND,134100,127477.0
4215,-118.27,34.13,46,1613,396.0,966,416,2.9392,<1H OCEAN,230300,227967.0
18307,-122.11,37.42,32,3058,595.0,1267,540,6.4949,NEAR BAY,417800,408105.05
18904,-122.27,38.12,45,4423,1001.0,2109,874,2.6937,NEAR BAY,111800,115627.0
7179,-118.18,34.04,36,1807,630.0,2118,669,1.55,<1H OCEAN,129000,132265.0
8237,-118.19,33.77,52,1562,616.0,692,512,1.4048,NEAR OCEAN,200000,180210.0
14310,-117.14,32.71,43,966,255.0,857,208,1.2841,NEAR OCEAN,72000,82386.0
3913,-118.55,34.2,31,1963,420.0,1494,415,3.5313,<1H OCEAN,211800,211291.0
10964,-117.88,33.78,26,3141,670.0,1572,724,3.3472,<1H OCEAN,237400,227401.0
2704,-115.57,32.83,31,1494,289.0,959,284,3.5282,INLAND,67500,74935.0
549,-122.25,37.77,52,2156,458.0,872,445,3.2685,NEAR BAY,254200,250906.0
8779,-118.32,33.8,39,1415,298.0,729,278,3.1648,<1H OCEAN,244800,249096.0
13578,-117.28,34.13,29,2077,577.0,1418,524,1.8281,INLAND,76800,77152.0
14732,-117.02,32.81,26,1998,301.0,874,305,5.4544,<1H OCEAN,180900,187324.0
9171,-118.66,34.43,9,2356,469.0,1556,386,3.775,INLAND,155000,159103.0
8599,-118.36,33.87,19,2512,575.0,1275,544,4.9375,<1H OCEAN,293000,297444.0
7900,-118.03,33.87,16,2306,393.0,1368,387,5.93,<1H OCEAN,277600,274483.0
1309,-121.83,38.0,8,2572,738.0,1384,684,1.7161,INLAND,75800,109943.0
4313,-118.33,34.09,36,561,180.0,340,127,1.4375,<1H OCEAN,165000,174713.0
6086,-117.87,34.08,33,3630,800.0,2257,796,3.2469,<1H OCEAN,206900,200376.0
3905,-118.5,34.2,18,4249,933.0,2047,909,4.1304,<1H OCEAN,229100,233116.0
4251,-118.36,34.1,52,1295,281.0,578,273,2.976,<1H OCEAN,405100,379401.06
8767,-118.39,33.81,35,1008,165.0,391,167,3.7778,NEAR OCEAN,487500,430812.11
685,-122.1,37.69,44,2341,500.0,1256,485,2.9507,NEAR BAY,157100,162535.0
7287,-118.22,33.98,30,1971,645.0,2650,605,2.0357,<1H OCEAN,169900,162989.0
496,-122.26,37.85,52,3618,768.0,1508,755,3.2619,NEAR BAY,309600,282555.0
8193,-118.13,33.79,44,2153,375.0,947,364,5.0072,NEAR OCEAN,236200,239255.01
11533,-118.08,33.76,26,1967,577.0,692,538,1.6111,<1H OCEAN,54300,65958.0
18716,-122.4,40.62,9,4794,889.0,2162,865,3.1439,INLAND,103100,107270.0
11237,-117.96,33.81,35,1996,326.0,1409,330,4.7738,<1H OCEAN,180000,183623.0
10915,-117.87,33.73,45,2264,,1970,499,3.4193,<1H OCEAN,177000,175867.0
7943,-118.13,33.86,45,1320,256.0,645,256,4.4,<1H OCEAN,209500,214820.0
10052,-121.04,39.19,17,856,167.0,518,170,3.5859,INLAND,144300,145677.0
10744,-117.92,33.61,36,1025,150.0,316,126,10.3048,<1H OCEAN,500001,499529.98
3704,-118.37,34.19,19,2890,821.0,2203,705,2.6696,<1H OCEAN,185100,190320.0
16934,-122.32,37.56,9,1150,287.0,377,243,3.8317,NEAR OCEAN,237500,276584.05
177,-122.24,37.8,47,2046,588.0,1213,554,2.6292,NEAR BAY,182700,177106.0
8545,-118.36,33.88,26,1375,286.0,829,278,3.9844,<1H OCEAN,230700,246632.0
14227,-117.04,32.68,13,2132,425.0,1345,432,4.0,NEAR OCEAN,89300,107006.0
3103,-117.67,35.64,6,2115,342.0,927,337,6.1935,INLAND,115700,142912.0
16926,-122.31,37.57,45,1165,236.0,845,251,4.1875,NEAR OCEAN,267300,286688.01
9107,-118.18,34.63,19,3562,606.0,1677,578,4.1573,INLAND,228100,203517.0
7351,-118.16,33.97,13,221,63.0,286,64,1.9063,<1H OCEAN,175000,178749.01
7939,-118.11,33.86,35,1255,252.0,685,279,4.2,<1H OCEAN,226900,220764.0
11513,-118.07,33.72,24,1240,296.0,513,254,4.9044,NEAR OCEAN,485000,422146.04
3994,-118.57,34.17,35,2072,318.0,908,342,6.0928,<1H OCEAN,327300,334551.03
5214,-118.25,33.94,44,1463,312.0,940,312,2.3333,<1H OCEAN,99800,101025.0
4227,-118.29,34.1,43,1711,443.0,1190,429,3.5172,<1H OCEAN,265500,280855.0
13384,-117.6,34.11,18,6025,1062.0,3360,1028,4.8889,INLAND,155700,160155.0
12832,-121.42,38.68,32,2118,345.0,1019,338,3.725,INLAND,112200,111904.0
5692,-118.24,34.23,42,1541,280.0,753,264,5.1028,<1H OCEAN,292100,297602.01
12620,-121.53,38.5,17,3087,477.0,1365,495,6.4667,INLAND,216800,247027.0
19223,-122.69,38.46,32,2970,504.0,1117,512,5.0,<1H OCEAN,275900,268849.0
10259,-117.85,33.86,18,329,72.0,209,71,4.6806,<1H OCEAN,187500,190073.0
13574,-117.29,34.14,48,1717,307.0,610,267,3.125,INLAND,97600,98454.0
14202,-117.01,32.7,25,2321,398.0,1434,386,3.5341,NEAR OCEAN,120800,122465.0
11148,-117.97,33.85,45,818,147.0,546,152,5.1057,<1H OCEAN,170700,188090.0
2602,-123.52,41.01,17,1564,345.0,517,222,2.1542,INLAND,83800,79900.0
17747,-121.74,37.29,6,7292,1295.0,2468,1262,5.6411,<1H OCEAN,294700,293940.01
2993,-119.09,35.3,3,2821,519.0,1353,495,3.6852,INLAND,109800,100631.0
12936,-121.25,38.66,26,3670,556.0,1616,550,5.02,INLAND,169600,174277.0
19633,-120.89,37.54,30,509,115.0,275,115,2.2679,INLAND,250000,193640.0
5071,-118.31,33.99,49,857,196.0,694,228,2.895,<1H OCEAN,108000,120562.0
17640,-121.9,37.27,33,3410,583.0,1739,588,5.0714,<1H OCEAN,255600,257051.0
20024,-119.06,36.07,20,2683,553.0,1497,548,1.7031,INLAND,64600,61041.0
5702,-118.25,34.23,37,1954,368.0,967,370,5.0862,<1H OCEAN,261300,274295.0
8266,-118.18,33.77,49,2297,759.0,1105,629,1.8388,NEAR OCEAN,175000,170368.01
9125,-118.07,34.58,34,3416,601.0,1929,567,4.0147,INLAND,107400,120374.0
6630,-118.15,34.16,38,2471,529.0,1661,441,2.2765,<1H OCEAN,146600,153487.0
4646,-118.31,34.06,34,1848,667.0,1351,589,2.0547,<1H OCEAN,410000,353503.0
10058,-121.06,39.29,14,1864,331.0,894,332,3.4028,INLAND,171800,169782.0
14420,-117.22,32.8,23,1906,525.0,1029,491,2.93,NEAR OCEAN,183300,190039.0
16168,-122.51,37.78,47,2496,494.0,1201,454,4.0353,NEAR BAY,342200,345002.01
7634,-118.29,33.84,23,3626,799.0,2321,731,4.7393,<1H OCEAN,237900,233563.0
3849,-118.46,34.18,33,1791,386.0,844,397,4.5081,<1H OCEAN,251400,255386.02
2857,-118.94,35.4,14,5548,941.0,2815,935,4.2214,INLAND,104600,103618.0
16110,-122.49,37.74,44,1472,275.0,820,310,5.6826,NEAR OCEAN,300000,316583.01
11107,-117.9,33.85,35,1756,328.0,1026,332,3.6,<1H OCEAN,193500,193348.0
10057,-121.02,39.25,52,1549,275.0,604,249,2.2278,INLAND,155400,139234.0
11236,-117.96,33.81,34,1416,277.0,980,284,4.7772,<1H OCEAN,182500,186100.0
4356,-118.36,34.09,38,2158,582.0,1061,577,2.9643,<1H OCEAN,355300,331364.05
3672,-118.41,34.21,35,1789,292.0,897,267,5.592,<1H OCEAN,239900,239021.0
8880,-118.49,34.04,31,4066,951.0,1532,868,4.8125,<1H OCEAN,500001,473985.67
2442,-119.61,36.57,42,2242,521.0,1359,483,1.5833,INLAND,65100,62068.0
5246,-118.45,34.12,20,10722,1617.0,3731,1511,9.7449,<1H OCEAN,500001,498151.96
11798,-121.22,38.92,19,2531,461.0,1206,429,4.4958,INLAND,192600,194835.0
5650,-118.29,33.74,30,2074,533.0,1311,531,2.0329,NEAR OCEAN,225800,222808.0
16008,-122.44,37.73,43,3700,684.0,1488,623,5.5622,NEAR BAY,313600,343950.09
19150,-122.7,38.35,14,2313,,954,397,3.7813,<1H OCEAN,146500,153917.0
7694,-118.12,33.96,38,1301,264.0,877,275,4.625,<1H OCEAN,191300,194121.0
16694,-120.65,35.12,19,2949,662.0,1425,548,2.9615,<1H OCEAN,178100,177732.0
15938,-122.4,37.72,37,971,248.0,647,208,2.1187,NEAR BAY,239300,237458.01
7363,-118.2,33.97,28,2474,702.0,2830,694,2.754,<1H OCEAN,166200,163024.0
15340,-117.29,33.19,18,6235,1233.0,4127,1162,3.0704,NEAR OCEAN,151600,162634.0
13437,-117.44,34.09,12,3598,828.0,2588,781,2.375,INLAND,113800,112016.0
14682,-117.08,32.82,16,1787,236.0,770,228,7.1298,<1H OCEAN,278600,291401.03
14738,-117.05,32.59,26,1919,345.0,1326,341,4.2679,NEAR OCEAN,131900,135610.0
3559,-118.58,34.24,26,3239,647.0,1529,590,3.2426,<1H OCEAN,236900,232539.0
15020,-117.03,32.79,31,2366,383.0,1077,387,4.2992,<1H OCEAN,174400,171594.0
2713,-115.58,32.81,5,805,143.0,458,143,4.475,INLAND,96300,112567.01
7515,-118.25,33.92,36,949,164.0,502,163,4.1042,<1H OCEAN,124400,138125.0
7503,-118.27,33.92,34,1178,260.0,1166,244,1.9185,<1H OCEAN,93300,94495.0
18065,-122.04,37.24,24,1521,209.0,539,192,11.1557,<1H OCEAN,500001,499872.99
17124,-122.13,37.46,35,1321,300.0,1133,287,3.7312,NEAR BAY,159600,170772.0
18128,-122.0,37.33,30,4033,794.0,1788,807,5.6932,<1H OCEAN,338700,332283.0
237,-122.2,37.79,44,1621,452.0,1354,491,2.619,NEAR BAY,134700,130820.0
20145,-119.09,34.35,20,4725,881.0,2823,869,4.0122,<1H OCEAN,214800,223330.0
20336,-118.96,34.23,14,15207,2924.0,6301,2829,3.9699,<1H OCEAN,217000,213939.0
14382,-117.25,32.74,40,2186,549.0,953,515,2.8007,NEAR OCEAN,257100,261902.0
4523,-118.21,34.04,47,1325,393.0,1557,352,2.8,<1H OCEAN,148400,145332.0
11308,-117.93,33.77,36,3157,582.0,1842,561,4.5833,<1H OCEAN,190700,197056.0
8896,-118.49,34.02,27,4725,1185.0,1945,1177,4.1365,<1H OCEAN,470800,462840.12
19092,-122.62,38.24,19,1687,253.0,893,257,6.204,<1H OCEAN,201800,229965.0
15251,-117.27,32.98,17,1853,392.0,351,208,5.2742,NEAR OCEAN,230700,273336.1
12959,-121.3,38.71,17,5434,1106.0,2755,1047,2.8226,INLAND,99900,107710.0
19426,-121.02,37.7,16,3476,650.0,2126,665,3.3438,INLAND,125400,130164.0
5079,-118.3,33.98,52,1371,315.0,986,277,2.9432,<1H OCEAN,94000,110922.02
5156,-118.28,33.96,42,1604,399.0,1581,387,1.7656,<1H OCEAN,96700,97778.0
12361,-116.48,33.84,5,5480,1371.0,1050,485,1.7204,INLAND,137500,128558.0
8488,-118.31,33.9,28,1576,400.0,891,378,2.6312,<1H OCEAN,171300,172863.0
640,-122.15,37.72,29,4169,1047.0,2024,962,2.8125,NEAR BAY,157400,167954.0
8075,-118.18,33.82,43,284,65.0,167,68,4.25,NEAR OCEAN,207500,229663.01
6763,-118.13,34.1,26,3050,825.0,2153,772,3.1103,<1H OCEAN,214100,212285.0
6456,-118.05,34.11,48,1410,304.0,677,274,3.2596,INLAND,272400,253283.0
7365,-118.2,33.96,44,3114,779.0,2959,776,3.1875,<1H OCEAN,171700,169048.0
89,-122.27,37.8,52,249,78.0,396,85,1.2434,NEAR BAY,500001,362852.63
13230,-117.64,34.15,16,2896,404.0,1165,379,6.4559,INLAND,392900,329132.0
5346,-118.43,34.04,42,2725,569.0,1115,516,4.5833,<1H OCEAN,427500,423686.16
13147,-121.7,38.1,19,4896,1083.0,2150,905,3.3398,INLAND,89700,109742.0
8909,-118.48,34.03,19,902,284.0,414,272,1.3333,<1H OCEAN,310000,313926.01
6141,-117.97,34.07,22,1438,364.0,1325,335,2.7802,<1H OCEAN,162500,163344.0
12952,-121.28,38.71,35,3095,594.0,1550,576,3.575,INLAND,113500,116821.0
18209,-122.06,37.4,21,12855,3226.0,7273,3052,4.3351,NEAR BAY,267400,273421.03
10145,-117.9,33.91,33,4181,804.0,2049,834,4.3103,<1H OCEAN,201600,202719.0
9366,-122.52,37.94,18,1804,284.0,600,241,5.9582,NEAR BAY,500001,425283.65
3687,-118.37,34.22,11,2127,581.0,1989,530,2.9028,<1H OCEAN,174100,180657.0
2637,-124.14,40.6,27,1148,206.0,521,219,4.025,NEAR OCEAN,128100,122229.0
19565,-120.95,37.61,17,4054,654.0,2034,667,4.6833,INLAND,142200,149585.0
4701,-118.34,34.07,52,3175,1057.0,1594,997,3.1766,<1H OCEAN,225000,263181.02
12319,-116.71,33.94,12,549,109.0,209,90,3.0208,INLAND,66300,75237.0
1347,-121.92,38.01,7,1632,248.0,879,262,6.1237,INLAND,166000,174243.0
19887,-119.12,36.29,29,1638,323.0,942,322,2.1731,INLAND,66200,69534.0
6079,-117.85,34.09,16,4556,639.0,2066,651,6.4667,<1H OCEAN,263900,279618.01
16262,-121.25,37.95,40,1703,362.0,1208,373,2.0817,INLAND,55300,60564.0
19521,-120.99,37.64,50,683,189.0,459,195,1.8162,INLAND,70000,76915.0
19213,-122.71,38.45,48,3118,561.0,1275,530,3.455,<1H OCEAN,222100,209500.0
18806,-121.55,40.48,14,2413,524.0,805,329,2.7857,INLAND,77400,87231.0
13971,-116.85,34.25,5,5806,1030.0,569,219,4.0132,INLAND,163100,156657.0
8795,-118.44,33.79,27,2141,260.0,635,240,11.6648,NEAR OCEAN,500001,500001.0
4694,-118.37,34.07,52,2195,435.0,884,432,5.24,<1H OCEAN,486400,471757.13
15493,-117.2,33.12,18,4372,736.0,1473,675,5.1194,NEAR OCEAN,247800,274965.03
7895,-118.08,33.85,19,4261,678.0,2621,661,6.2427,<1H OCEAN,288700,302093.0
10978,-117.84,33.77,14,4412,952.0,1656,874,4.3292,<1H OCEAN,206500,213429.0
6782,-118.16,34.11,48,1091,236.0,632,234,3.7235,<1H OCEAN,263600,257578.0
19722,-121.76,38.94,48,540,110.0,234,74,3.6111,INLAND,67500,94811.0
8436,-118.37,33.92,39,1073,206.0,556,204,4.8611,<1H OCEAN,245600,256803.0
7258,-118.16,34.01,36,931,246.0,732,235,1.7679,<1H OCEAN,142800,151417.0
2880,-118.97,35.38,35,1673,426.0,1041,413,1.375,INLAND,57500,56583.0
147,-122.22,37.8,52,2183,465.0,1129,460,3.2632,NEAR BAY,227700,213280.0
18315,-122.12,37.44,33,2974,623.0,1435,588,5.485,NEAR BAY,406300,386311.01
4611,-118.29,34.06,9,1554,815.0,1704,761,2.0185,<1H OCEAN,141700,165599.0
13616,-117.27,34.12,31,2209,636.0,1314,562,1.7235,INLAND,78800,76786.0
10523,-117.7,33.55,12,2459,390.0,1054,391,7.1736,<1H OCEAN,262100,280064.0
83,-122.28,37.81,52,386,164.0,346,155,0.8075,NEAR BAY,137500,129230.0
15151,-117.05,33.01,19,3558,588.0,1439,578,4.625,<1H OCEAN,211100,211868.0
17802,-121.81,37.36,20,3189,420.0,1234,389,7.5813,<1H OCEAN,374100,368603.04
16643,-120.65,35.32,20,626,212.0,3574,261,1.0298,NEAR OCEAN,300000,269738.05
14012,-117.17,32.75,38,5430,1176.0,2357,1100,3.654,NEAR OCEAN,249000,272438.01
6155,-117.95,34.08,34,2278,476.0,1728,448,3.125,<1H OCEAN,154100,167060.0
12791,-121.46,38.65,8,3746,767.0,2161,744,3.2039,INLAND,103400,106366.0
1557,-121.97,37.8,17,3279,418.0,1222,381,7.9168,<1H OCEAN,356000,377581.01
15317,-117.36,33.2,19,2129,562.0,1323,525,2.9539,NEAR OCEAN,169900,171787.0
15327,-117.34,33.19,19,3575,525.0,1654,559,5.7409,NEAR OCEAN,274100,283887.02
19517,-121.01,37.64,36,1981,507.0,1998,468,1.9013,INLAND,69900,72938.0
2593,-124.23,40.81,52,1112,209.0,544,172,3.3462,NEAR OCEAN,50800,66881.0
17682,-121.87,37.28,21,3305,749.0,2459,701,3.9688,<1H OCEAN,249600,239039.0
3017,-119.4,35.06,21,2213,458.0,1250,440,2.9187,INLAND,52100,63684.0
6023,-117.75,34.05,35,1293,339.0,1494,312,1.6645,INLAND,93300,99035.0
12076,-117.6,33.87,15,7626,1570.0,3823,1415,3.4419,INLAND,138100,144620.0
13542,-117.31,34.14,38,2011,448.0,1190,403,1.8654,INLAND,89400,84132.0
17408,-120.54,34.97,23,1353,345.0,1322,336,1.8185,<1H OCEAN,97800,105710.0
2140,-119.75,36.77,32,1962,399.0,1005,392,2.6726,INLAND,70400,70515.0
8699,-118.35,33.87,34,2823,500.0,1429,483,5.5,<1H OCEAN,279600,287962.0
6513,-118.03,34.06,36,1018,305.0,1307,292,2.1453,<1H OCEAN,162100,162170.0
10187,-117.95,33.87,22,1432,335.0,746,296,2.0227,<1H OCEAN,55000,89589.01
4186,-118.23,34.13,48,1308,,835,294,4.2891,<1H OCEAN,214800,230018.0
2224,-119.82,36.81,25,3305,551.0,1149,500,5.0698,INLAND,150900,147842.0
16070,-122.49,37.75,45,2341,461.0,1092,438,4.8036,NEAR OCEAN,297800,305434.01
5806,-118.26,34.14,29,3431,1222.0,4094,1205,2.2614,<1H OCEAN,248100,222106.0
14967,-116.99,32.73,30,1856,339.0,1103,379,4.0357,<1H OCEAN,153800,154387.0
3886,-118.53,34.22,29,4101,849.0,2630,867,4.6607,<1H OCEAN,199800,219966.0
19070,-122.52,38.27,18,2405,390.0,872,367,5.2155,<1H OCEAN,248300,258700.01
17021,-122.3,37.52,32,2297,347.0,871,342,8.1039,NEAR OCEAN,382200,418185.27
7372,-118.23,33.97,44,2748,715.0,2962,703,2.6951,<1H OCEAN,169300,165056.0
6711,-118.16,34.14,41,3039,482.0,973,446,7.4817,<1H OCEAN,500001,474020.7
4291,-118.3,34.1,36,2284,899.0,1964,839,1.9297,<1H OCEAN,203300,205653.0
10636,-117.79,33.7,6,1593,371.0,832,379,4.4286,<1H OCEAN,239500,221898.0
5007,-118.33,34.02,46,2223,361.0,968,373,4.26,<1H OCEAN,182600,182811.01
9208,-119.68,37.19,10,3113,589.0,1508,512,2.8167,INLAND,96100,103151.0
6029,-117.75,34.07,52,1279,213.0,444,204,5.2269,INLAND,161000,178432.0
17592,-121.91,37.3,43,828,151.0,446,145,4.4375,<1H OCEAN,327600,299702.0
13238,-117.67,34.13,10,2846,362.0,1221,355,7.7234,INLAND,304100,295321.0
19847,-119.23,36.45,36,1508,323.0,1283,312,2.1205,INLAND,60000,60396.0
12022,-117.5,33.96,12,7923,1470.0,4861,1385,4.2985,INLAND,139200,145440.0
8194,-118.13,33.79,45,2317,448.0,1057,428,4.375,NEAR OCEAN,234800,243712.01
17474,-119.89,34.44,25,2786,470.0,1669,462,5.5184,NEAR OCEAN,268300,275247.0
12606,-121.49,38.5,32,2364,439.0,1331,449,3.319,INLAND,84500,90740.0
10168,-117.94,33.88,35,2159,343.0,833,335,5.3738,<1H OCEAN,365100,323694.0
8651,-118.39,33.86,24,2386,582.0,1152,568,4.8971,<1H OCEAN,400700,389463.01
5853,-118.32,34.17,47,2589,465.0,1284,485,5.1008,<1H OCEAN,247100,265326.0
18690,-121.75,36.95,27,1580,303.0,1066,306,4.7071,<1H OCEAN,202700,216840.0
8140,-118.11,33.82,36,1999,390.0,887,379,3.8162,<1H OCEAN,221900,229902.0
205,-122.23,37.79,48,1696,396.0,1481,343,2.0375,NEAR BAY,122500,121109.0
13110,-121.38,38.4,15,4155,637.0,1722,616,4.8831,INLAND,154400,157124.0
12584,-121.44,38.52,38,2080,388.0,995,380,2.7697,INLAND,76600,80324.0
9600,-120.49,37.31,45,1834,421.0,1405,407,2.0521,INLAND,72400,74209.0
12487,-121.48,38.57,52,567,193.0,272,187,1.625,INLAND,187500,149018.0
13792,-117.44,34.45,6,6068,1137.0,3094,947,3.5167,INLAND,130900,128202.0
10931,-117.91,33.74,25,4273,965.0,2946,922,2.9926,<1H OCEAN,183200,185681.0
15831,-122.43,37.76,52,2332,434.0,861,406,4.4318,NEAR BAY,437500,429761.06
9961,-122.26,38.33,34,2048,316.0,780,267,5.815,NEAR BAY,339200,313645.0
6970,-118.04,34.0,30,5308,854.0,2114,838,5.1985,<1H OCEAN,279200,268605.0
7767,-118.1,33.91,29,505,113.0,411,113,2.6397,<1H OCEAN,164400,169066.0
18035,-121.92,37.24,27,1265,216.0,660,232,5.3911,<1H OCEAN,281200,284201.01
18804,-121.92,40.52,13,4581,881.0,1799,734,2.2993,INLAND,99500,96622.0
20317,-119.15,34.17,23,2239,537.0,784,497,1.6038,NEAR OCEAN,194300,211534.0
10724,-117.8,33.63,15,3236,451.0,1289,416,11.1121,<1H OCEAN,493000,493285.28
14623,-117.17,32.78,42,1104,305.0,892,270,2.2768,NEAR OCEAN,145200,160926.0
18899,-122.25,38.11,52,2846,705.0,1519,620,2.1976,NEAR BAY,97900,107200.0
8579,-118.41,33.89,38,4166,828.0,1600,770,6.3861,<1H OCEAN,500001,476624.69
6065,-117.83,33.97,11,21533,3078.0,9671,2890,7.0329,<1H OCEAN,368300,365670.02
16554,-121.3,37.85,35,1034,206.0,604,192,2.2391,INLAND,120000,109725.0
10006,-121.06,39.03,11,1887,303.0,775,283,3.8417,INLAND,187200,183801.0
10258,-117.87,33.85,33,45,11.0,34,10,5.2949,<1H OCEAN,350000,314546.02
785,-122.11,37.64,8,3592,849.0,1907,746,3.6708,NEAR BAY,197900,208306.0
13695,-117.22,34.13,10,5951,1330.0,3204,1159,2.7011,INLAND,110200,108091.0
17623,-121.94,37.26,21,3843,716.0,1850,705,4.6758,<1H OCEAN,264200,262856.0
6708,-118.15,34.14,45,543,191.0,454,181,2.3,<1H OCEAN,55000,99438.0
15679,-122.43,37.8,52,1006,251.0,349,233,3.2235,NEAR BAY,500000,490487.14
7202,-118.18,34.02,37,2631,734.0,3228,701,2.15,<1H OCEAN,132200,139647.0
17115,-122.17,37.48,39,2427,401.0,1178,408,5.9629,NEAR BAY,352700,358810.03
15539,-117.11,33.11,17,2641,627.0,1167,647,2.2875,<1H OCEAN,132400,131653.0
16756,-122.48,37.7,33,4167,1398.0,2923,1314,3.049,NEAR OCEAN,307000,301513.0
17868,-121.91,37.44,19,2174,484.0,1645,484,5.0362,<1H OCEAN,255100,243750.0
13698,-117.21,34.13,31,3037,565.0,1834,575,3.3445,INLAND,92900,96125.0
8729,-118.32,33.85,42,3146,770.0,1859,740,3.5073,<1H OCEAN,234800,246582.0
4760,-118.35,34.04,36,1956,601.0,1672,546,1.8685,<1H OCEAN,150700,148101.0
5326,-118.45,34.05,28,801,399.0,936,406,2.1875,<1H OCEAN,181300,216322.02
14928,-117.02,32.67,20,1505,184.0,635,182,6.5772,NEAR OCEAN,245200,258189.0
1495,-122.01,37.94,26,1619,224.0,706,220,6.0704,NEAR BAY,268000,273869.0
10140,-117.89,33.92,14,1562,373.0,609,328,2.3935,<1H OCEAN,125000,134503.0
1435,-122.01,37.98,25,1476,336.0,777,297,3.5179,NEAR BAY,165500,163748.0
9664,-120.08,41.79,34,1355,262.0,434,178,2.0903,INLAND,56100,60083.0
3064,-119.22,35.68,16,2874,677.0,3078,651,1.8843,INLAND,55200,57036.0
16367,-121.32,38.02,23,3251,689.0,1890,668,3.0729,INLAND,104800,106939.0
20610,-121.56,39.1,28,2130,484.0,1195,439,1.3631,INLAND,45500,49577.0
2393,-118.94,37.13,12,2255,472.0,1006,334,4.1563,INLAND,94000,102126.0
2012,-119.83,36.72,28,60,10.0,46,13,4.35,INLAND,67500,84235.0
